mean_episode_reward,robot_0/loss,survival_rate,robot_0/q_mean,std_episode_reward,robot_3/loss,total_non_home_charges_per_episode,epsilon,global_step,robot_1/q_mean,robot_2/q_mean,robot_1/loss,total_immediate_kills_per_episode,_timestamp,episode,robot_3/q_std,mean_final_energy,_runtime,robot_2/loss,robot_0/q_std,robot_2/q_std,robot_3/q_mean,total_kills_per_episode,total_agent_collisions_per_episode,episode_length,total_charges_per_episode,_step,robot_1/q_std
,,,,,,,,7000,3.3018453121185303,,0.006358811631798744,,1763490095.389426,,,,157.519881423,,,,,,,,,595,0.9667032957077026
106.11250000000031,,3.0,,1.6302664659496793,,0.0,0.05462441922520914,8337,,,,0.0,1763490126.9087386,580.0,,67.5,189.039607883,,,,,0.0,2.0,219.0,834.0,612,
236.56249999999946,,4.0,,2.3273845298962272,,0.0,0.05407954064343768,8905,,,,0.0,1763490135.1797743,582.0,,81.25,197.3106596,,,,,0.0,0.0,500.0,1854.0,614,
78.28250000000008,,3.0,,1.748576206517761,,5.0,0.052741004581916356,10274,,,,0.0,1763490165.7370048,587.0,,75.0,227.867907413,,,,,0.0,0.0,166.0,615.0,627,
147.6825000000004,,3.0,,1.78466208286045,,0.0,0.05195383849590569,10832,,,,0.0,1763490178.9047735,590.0,,62.5,241.035663952,,,,,0.0,0.0,306.0,1160.0,630,
44.54000000000002,,3.0,,1.5575782484356948,,0.0,0.05143559895690903,11406,,,,0.0,1763490192.6198835,592.0,,73.75,254.750453555,,,,,0.0,0.0,93.0,351.0,636,
132.91250000000042,,3.0,,1.599224421399354,,0.0,0.05066791621302729,11959,,,,0.0,1763490205.7122543,595.0,,75.0,267.843078323,,,,,0.0,2.0,279.0,1043.0,639,
,0.007013247348368168,,4.893781661987305,,,,,12000,,,,,1763490206.715411,,,,268.846181139,,0.5208486318588257,,,,,,,640,
20.292500000000008,,3.0,,0.8965315108795762,,0.0,0.04966213277390804,12386,,,,0.0,1763490215.8484528,599.0,,75.0,277.979312434,,,,,0.0,0.0,42.0,161.0,647,
65.63749999999995,,3.0,,2.0164991321595096,,0.0,0.04892091923449087,12831,,,,0.0,1763490223.0117924,602.0,,75.0,285.142693655,,,,,0.0,0.0,139.0,516.0,650,
,,,,,,,,14000,,6.526653289794922,,,1763490247.4938338,,,,309.624284528,0.01113082654774189,,0.3160801827907562,,,,,,664,
,,,,,,,,16000,7.703716278076172,,0.015406539663672447,,1763490294.7737045,,,,356.904109471,,,,,,,,,680,0.6764543652534485
233.53749999999948,,4.0,,6.851402684852011,,0.0,0.04470026135116646,16568,,,,0.0,1763490308.3663182,620.0,,91.25,370.49770502,,,,,0.0,2.0,500.0,1829.0,684,
39.10750000000001,,3.0,,6.009473250626878,,0.0,0.04359387414694703,16921,,,,0.0,1763490316.7942202,625.0,,75.0,378.925045473,,,,,0.0,0.0,86.0,308.0,689,
,,,,,,,,17000,,7.031205177307129,,,1763490318.774487,,,,380.904952914,0.09383661299943924,,2.5617990493774414,,,,,,692,
,0.07742027193307877,,7.250781059265137,,,,,18000,,,,,1763490341.6667938,,,,403.797434881,,1.6136188507080078,,,,,,,698,
120.00750000000046,,3.0,,2.7669511650913305,,0.0,0.04251487140556204,18105,,,,0.0,1763490344.0820217,630.0,,57.5,406.212695683,,,,,0.0,2.0,256.0,943.0,702,
